AUTHOR_ID,AUTHOR_NAME,TITLE ID,TITLE,LANGUAGE,GENRE,NUSHA,NUSHA_META,NUSHA_DATE,NUSHA_DIMENSION,BASKI,BASKI_META,BASKI_PLACE,PUBLISHER,BASKI_DATE,BASKI_DIMENSION,CONTENT_LOCATION,BIBLIOGRAPHY,KEYWORDS
203,HÜSEYİN HÜSNÎ,,Mufassal Topografya Tatbikatı,T,,NO,,,,YES,"İstanbul 1302/1886, 43 sayfa. MKAHTBK, Ek, s. 200. ",,,1302/1886,,,"Mir’ât-ı Mekteb-i Harbiye, s. 586.",
203,HÜSEYİN HÜSNÎ,,ve Müsta‘merât-ı Mileli Hâvi Coğrâfyâ-yı Umûmî ve Muhtasar Coğrâfyâ-yı Osmânî,T,,NO,,,,YES,"İstanbul, Matbaa-i Osmaniye 1312/1894, 397 sayfa, 14x20 (9,5x17) cm., haritalı ve resimli. Özeğe, IV, 1697; MKAHTBK, I, ",,,1312/1894,,Afrika; Amerika; Asya; Avrupa; Çin; Malezya; Okyanusya,"Mir’ât-ı Mekteb-i Harbiye, s. 586.",
203,HÜSEYİN HÜSNÎ,,Harita Ahzi,T,,NO,,,,YES,"İstanbul, tsz., 26x17 cm., 133 sayfa, 2. kısım. F. Karatay, TM, I, 521; MÇOB, s. 550.
6- Usül-i Tahtît-i Arâzı-i Askeri (T):
I j I .■Lj.L.âitJ I
Müellif eserini yazdığı sırada Harbiye'de harp tarihi ve genel topografya hocası idi. Bu eserini, Fransa'da harp mektebinde topografya dersleri veren erkân-ı harbiye kaymakamlarından Monsieur de la Loup (^jJVjö'un dört makale ve bir hatimeden meydana gelen eserini esas alarak ve başka kitaplardan da bazı konular ilâve ederek tertip etmiştir. Birinci makale bir düzlemin ölçülmesi, tesviye usulü ve haritanın inşasına ye çizilmesine dair düşünceler hakkındadır ve üç fasıldan meydana gelir. Birinci fasılda bir düzlemin ölçülmesi ve topografya yani tahtît-i arazî fenninin tarifinden, ikinci fasılda tesviye ameliyatına dair düşüncelerden, üçüncü fasılda ise haritaların çizilmesinde ve donatılmasında kullanılan işaretler ve renkler ile haritaları istinsah etmek, değiştirmek ve küçültmek konularından bahsedilir. îkinci makale topografyada kullanılan aletlere dair görüşler hakkındadır ve dört fasıldan meydan gelir. Birinci fasıl ışınların kırılma ve yansımaları hakkındadır. İkinci fasılda mesafelerin ölçülmesine mahsus aletlerden, üçüncü fasılda açıların ölçülmesinde kullanılan aletlerden, dördüncü fasılda ise tesviye işleminde kullanılan aletlerden bahsedilir. Üçüncü makale muntazam bir harita ameliyatının topluca ve kısaca beyanı hakkındadır
299
ve dört fasıldan meydana gelir. Birinci fasılda topografya işleminde teşkil olunacak nirengi beyan edilir. İkinci fasılda plançete kullanılarak tafsilat alınması ve resmedilmesinden, üçüncü fasılda ise konu ile ilgili genel düşüncelereden bahsedilir. Dördüncü makale gayr-i muntazam topografyanın beyanı hakkındadır ve üç fasıldan meydana gelir. Birinci fasılda basit bilgiler verilir. İkinci fasılda gayr-i muntazam bir harita nirengisinin meydana gelişi anlatılır. Üçüncü fasılda ise yazıların meydana getirilişi hakkında bilgi verilir. Kitabın sonunda yabancı devletlerin kullandıkları uzunluk ölçülerinin metreye kıyasla miktarlarını gösteren tefâzul-i irtifa' cedveli bulunur.
Başı:<LâLl y-a jj. .. 1	u.u&j Lo ^IjI 4-LI «tSlLâ oLo-dîsü ‘üLyi
<_ ■"".<* a tâ cJjJ d j	(jjLljl	ûd-a-dxj j; 4jIjI	Lâ-ulaj <Lı
<dLÂ-a OjJ dİ	y jjjfo La a a.„ı Lâ	j	öJ-I-mj
",,,,26x17 cm,,"Mir’ât-ı Mekteb-i Harbiye, s. 586.",
203,HÜSEYİN HÜSNÎ,,Usül-i Tahtît-i Arâzı-i Askeri,T,,NO,,,,YES,"İstanbul, Mekteb-i Fünun-i Harbiye-i Şahane Matbaası 1296-97/1880,19+102 sayfa, 16 PL., 17x25 (10x19) cm. Özeğe, V, ",,,1296,,,"Mir’ât-ı Mekteb-i Harbiye, s. 586.",
203,HÜSEYİN HÜSNÎ,,Usul-i Topografya,T,,NO,,,,NO,,,,,,İstanbul,"Mir’ât-ı Mekteb-i Harbiye, s. 586.",
203,HÜSEYİN HÜSNÎ,,Usül-i Topografya Atlası,T,,NO,,,,YES,"İstanbul, Mekteb-i Fünun-i Harbiye-i Şahane Matbaası, 1296-97/1880, 22 Levha, 25x34 cm. Özeğe, V, 1979; MÇOB, s. ",,,1296,25x34 cm,,"Mir’ât-ı Mekteb-i Harbiye, s. 586.",
203,HÜSEYİN HÜSNÎ,,,,,,,,,,,,,,,,,
204,MEHMED ŞÂKİR,,Suâlli-Cevaplı Muhtasar Numüne-i Coğrafya-yi Umûmî,T,,NO,,,,YES,"İstanbul, Mahmud Bey Matbaası, 1310/1892, 13x19(8,5x15) cm. 130 sayfa.
301
İstanbul, Mahmud Bey Matbaası, 1311/1893, 13x19(8,5x16) cm, 143 sayfa, resimli.
İstanbul, Matbaa-i Ebuzziya, 1317/1899, 14x20(8,5x15) cm, 139 sayfa, resimli.
İstanbul, Kasbar Matbaası, 1318/1900, 14x20(8,5x14,5) cm, 139 sayfa, resimli.
İstanbul, Mahmud Bey Matbaası, 1322/1904, 13x19(8,5x14,5) cm, 139 sayfa, resimli.
İstanbul, Matbaa-i Ebuzziya, 1327/1911, 14x20(8,5x15) cm, 139 sayfa.
İstanbul, Mahmud Bey Matbaası, 1327/1911, 14x20(8,5x15) cm, 136 sayfa, resimli. F.
Karatay, TM, II, 764; Özeğe, V, 2041-2042; MÇOB, s. 587-",,,1310/1892; 1311/1893; 1317/1899; 1318/1900; 1322/1904; 1327/1911; 1327/1911,"13x19(8,5x15) cm; 13x19(8,5x16) cm; 14x20(8,5x15) cm; 14x20(8,5x14,5) cm; 13x19(8,5x14,5) cm; 14x20(8,5x15) cm; 14x20(8,5x15) cm",Osmaniye,"Mir'at-ı Mekteb-i Harbiye, s.581.",
204,MEHMED ŞÂKİR,,,,,,,,,,,,,,,,,
205,MENEMENLÎZADE ÖMER KAMİL,,"Memâlik-i Mahrûsa-i Osmaniye Harıta-i Umümiyesinin Usül-i
Tastîhi ve Tersimi Hakkında Tedkîkât-ı Fenniyye",T,,YES,"^İstanbul Üniversitesi, TY, nr.4916: 26 sayfa metin + 22 sayfa cedveller, rika ile, 18,5x23,8 (14,5x20,7) cm. 20 str. Müellifin hattıyla.
",,,NO,,,,,,Osmaniye,"Mir’ât-ı Mekteb-i Harbiye, s.519; OM, III, 321.
303",
205,MENEMENLÎZADE ÖMER KAMİL,,Südân-ı Mısrî,T,,YES,"^İstanbul Üniversitesi, TY, nr.4243: rika ile 40 yaprak, 18,2x22,7 (14,7x17,9) cm. 20 str. istinsahı müellif tarafından H. XIII. asır başlarında.
",H. XIII,,YES,"İstanbul, Cerıde-i Askeriye Matbaası, 1304/1887, 101 sayfa, 1 LE, 22x15 (15,5x8,5) cm. Özeğe, IV, 1596; F.Karatay, TM, I, 375; MKAHTBK, II, ",,,1304/1887,,Bahr al-Gazal; Darfur; al-Fasir; Faşude; Hartum; Kordufan; Mısır; Port-Sudan; Senar; Sevakin; Sudan,"Mir’ât-ı Mekteb-i Harbiye, s.519; OM, III, 321.
303",
205,MENEMENLÎZADE ÖMER KAMİL,,,,,,,,,,,,,,,,,
206,MUHAMMED FUAD,,"
*İstanbul Üniversitesi, TY, nr. 4715: rika ile 98 yaprak, 15,2x20 (12,2x16,3) cm, 22 str.
İstinsahı H. 1309-1310 yıllarında müellif tarafından.
",,,,,,,,,,,,,,,
207,MUHAMMED HÂLİD EFENDİ,,Coğrafya-yı Seyâhat-i Âlem,T,,NO,,,,NO,,,,,,,"Mir’at-ı Mekteb-i Harbiye, s. 592.",
207,MUHAMMED HÂLİD EFENDİ,,Nazari ve Amelî Topografya,T,,YES,"*İstanbul Üniversitesi, TY, nr. 4285: rika ile 130 sayfa, 17x22,6 (12x18,7) cm, 19 str. şekilli.
Müellif nüshası olmalı.
",,,NO,,,,,,,"Mir’at-ı Mekteb-i Harbiye, s. 592.",
207,MUHAMMED HÂLİD EFENDİ,,,,,,,,,,,,,,,,,
208,MUHYİDDİN EFENDİ,,ilgili Muhtasar Coğrafya-yı Umûmî,T,,NO,,,,NO,,,,,,,"Mir'at-ı Mühendishane, s. 278 - 279.",
208,MUHYİDDİN EFENDİ,,Mufassal Coğrafya-yı Umumı,T,,NO,,,,NO,,,,,,,"Mir'at-ı Mühendishane, s. 278 - 279.",
208,MUHYİDDİN EFENDİ,,İran Coğrafyası,T,,NO,,,,NO,,,,,,İran,"Mir'at-ı Mühendishane, s. 278 - 279.",
208,MUHYİDDİN EFENDİ,,,,,,,,,,,,,,,,,
209,SÜLEYMAN ŞEVKET PAŞA,,Hulâsa-i Coğrafya,T,,NO,,,,YES,"Birinci cilt, mukaddime ve Avrupa kısmı: İstanbul, Tophane-i Amire Matbaası, 1286/1870, 6+268 sayfa.
İkinci cilt, Asya ve Afrika kıtaları kısmı: Aynı matbaa, 1287/1870, 202 sayfa.
Üçüncü cilt, Amerika ve Okyanusya kısmı: Aynı matbaa, 1288/1871, 92 sayfa, 11x16(8,7x13) cm.
F. Karatay, TM, II, 773; Özeğe, III, 603-604; MKAHTBK, II, 1433; Tarazi, II, 237; MÇOB, s. ",,,1286/1870; 1287/1870; 1288/1871,"11x16(8,7x13) cm",Afrika; Almanya; Amerika; Asya; Avrupa; Avusturya; Büyük Britanya; Büyük Sahra; Cezayir; Çin; Danimarka; Finlandiya; Fransa; Galler; Gine; Habeşistan; Hindistan; İran; İrlanda; İskoçya; İspanya; İsveç; İsviçre; İtalya; Japonya; Kanada; Latin Amerika; Lüksemburg; Mağrib; Malta; Meksika; Mısır; Mozambik; Norveç; Okyanusya; Orta Afrika; Polonya; Portekiz; Prusya; Rusya; San Marino; Sudan; Tataristan; Tophane; Trablusgarb; Tunus; Türkistan; Yunanistan,"Mir’ât-ı Mühendishâne, s. 190.",
209,SÜLEYMAN ŞEVKET PAŞA,,Muhtasar Coğrafya,T,,NO,,,,YES,"Birinci baskı: İstanbul, Yahya Efendi Matbaası 1289/1872, 18x12 cm, 120 sayfa, 1 Levha.
İkinci baskı: Aynı matbaa, 1290/1873, 6+120 sayfa, 16x11 (13x7,5) cm.
Dördüncü baskı: İstanbul, Matbaa-i Amire 1293/1876, 19x13 (15x8) cm, 109 sayfa, 1 Levha.
309
Beşinci baskı:îstanbul, Ceride-i Askeriye Matbaası 1298/",,,1289/1872; 1290/1873; 1293/1876; 1298,18x12 cm,Adalar; Afrika; Amerika; Asya; Avrupa; Boğazlar; Okyanusya; Okyanusya Adaları,"Mir’ât-ı Mühendishâne, s. 190.",
209,SÜLEYMAN ŞEVKET PAŞA,,,,,,,,,,,,,,,,,
210,ALÎ MUBARAK PAŞA,,Coğrafyatu Mışr,A,,NO,,,,NO,,,,,,Mısır,"OMLT, s. 381-382; S. Fliedner, “'Ali Mubarak und seine Hitat: kommentierte Ubersetzung der Autobiographie und Werkbesprechung”, Islamkundliche Untersuchungen, Berlin: Schwarz , 1990; L. M. Kenny, “'Ali Mubarak: nineteenth century Egyptian educator and administrator”, Middle East journai, 21 (1967)s.35-51; J-P. Thieck, “Le Caire dans les Khitat al-Tawfiqiyya de 'Ali Pacha Mubarak: utilisation del'ordinateur et notes de lecture”, L'Egypte au XIXe siecle Colloques International!* du C.N.R.S, Paris: C.N.R.S. , 1982, s.101-116.",
210,ALÎ MUBARAK PAŞA,,Hakâ’ik al-Ahbâr fi Avşâf al-Bihâr,A,,NO,,,,NO,,,,,,Nil,"OMLT, s. 381-382; S. Fliedner, “'Ali Mubarak und seine Hitat: kommentierte Ubersetzung der Autobiographie und Werkbesprechung”, Islamkundliche Untersuchungen, Berlin: Schwarz , 1990; L. M. Kenny, “'Ali Mubarak: nineteenth century Egyptian educator and administrator”, Middle East journai, 21 (1967)s.35-51; J-P. Thieck, “Le Caire dans les Khitat al-Tawfiqiyya de 'Ali Pacha Mubarak: utilisation del'ordinateur et notes de lecture”, L'Egypte au XIXe siecle Colloques International!* du C.N.R.S, Paris: C.N.R.S. , 1982, s.101-116.",
210,ALÎ MUBARAK PAŞA,,al-Hitat al-Tavfîkiyyat al-Cadîda,A,,NO,,,,NO,,,,,,Berlin; Mısır; Nil; Paris,"OMLT, s. 381-382; S. Fliedner, “'Ali Mubarak und seine Hitat: kommentierte Ubersetzung der Autobiographie und Werkbesprechung”, Islamkundliche Untersuchungen, Berlin: Schwarz , 1990; L. M. Kenny, “'Ali Mubarak: nineteenth century Egyptian educator and administrator”, Middle East journai, 21 (1967)s.35-51; J-P. Thieck, “Le Caire dans les Khitat al-Tawfiqiyya de 'Ali Pacha Mubarak: utilisation del'ordinateur et notes de lecture”, L'Egypte au XIXe siecle Colloques International!* du C.N.R.S, Paris: C.N.R.S. , 1982, s.101-116.",
210,ALÎ MUBARAK PAŞA,,,,,,,,,,,,,,,,,
211,ÎSMETZÂDE DR M ÂRÎF BEY,,Arif Bey'in Gürcü Köyleri,T,,NO,,,,YES,"İstanbul, Mahmud Bey Matbaası, 1311/1893, 18x12 cm, 56 sayfa. Özeğe, 11,",,,1311/1893,18x12 cm,,"Tarih ve Toplum, XVII, sayı 102, s.41-44, İstanbul 1992.",
211,ÎSMETZÂDE DR M ÂRÎF BEY,,,,,,,,,,,,,,,,,
212,MEHMED RÜŞDÎ,,Coğrafya-yı Îstatistikî,T,,NO,,,,YES,"İstanbul, Mahmud Bey Matbaası 1311/1893, 173 sayfa, 14x20 (8,5x15,5) cm. Özeğe, V, 2181.
2-Mükemmel Umûmî Coğrafya Cep Atlası (T):ujj> L_iljJLx
",,,1311/1893,,,,
212,MEHMED RÜŞDÎ,,Mükemmel Umûmî Coğrafya Cep Atlası,T,,NO,,,,YES,"İstanbul, Tefeyyüz Kütüphanesi 1341/",,,1341,,,,
212,MEHMED RÜŞDÎ,,Zengibar Hakkında Malûmât-ı Mufassala,T,,YES,"*îstanbul Üniversitesi, TY, 5052: rika ile 8 yaprak, satırlar 15-20 arasında değişiyor, 20x32 (15,5x27) cm. İstinsahı H. XIII. asırda.",H. XIII; 5052,,NO,,,,,,Avrupa; Hudeyde; Yemen; Zengibar,,
212,MEHMED RÜŞDÎ,,,,,,,,,,,,,,,,,
213,ÖMER SUBHÎ B EDHEM,,"Atina’nın Ahvâl-i Coğrafya ve Târîhiyesiyle Âsâr-ı Atîkası ve
Memleketin Ahvâl-i Askeriyesi",T,,YES,"^İstanbul Üniversitesi, TY, nr.5048: rika ile 30 yaprak, bir harita 10 fotoğraf, 20,3x31,3(11x18) cm, 16str. İstinsahı 1 Cemaziyelevvel 1305'de müellif tarafından. ",Cemaziyelevvel 1305,"20,3x31,3(11x18) cm",NO,,,,,,Atina; Pire,"Mir’ât-ı Mekteb-i Harbiye, s.680-681; OM, III, 81-82; Tanzimat, I, 562, not.3; Tanzimattan Cumhuriyete Türkiye Ansiklopedisi, I, 191; OMLT, s. 385-386.",
213,ÖMER SUBHÎ B EDHEM,,Coğrafya-yı Hikemî,T,,NO,,,,YES,"öjJaljL 6 JIJ ju (—âJ-ial O-lLc. öjj-mj j jj

İstanbul, Ceride-i Askeriye Matbaası, 1301/1884, 2+181 sayfa, 13x19 (7,5x15) cm. F.Karatay, TM, I, 234; Özeğe, I, 212; MKAHTBK, Ek, s.236; MÇOB, s. 69.
",,,1301/1884,,Edinburg,"Mir’ât-ı Mekteb-i Harbiye, s.680-681; OM, III, 81-82; Tanzimat, I, 562, not.3; Tanzimattan Cumhuriyete Türkiye Ansiklopedisi, I, 191; OMLT, s. 385-386.",
213,ÖMER SUBHÎ B EDHEM,,Hüdavendigar Vilayeti’nde Bir Hafta Seyahat,T,,NO,,,,YES,"İstanbul, Alem Matbaası, Ahmed İhsan ve Şürekası, 1308/1890, 122 sayfa, 11,7x17,2 (8,5x13,5) cm. F.Karatay, TM, II, 752; Özeğe, II, 588; Tarâzî, II, 251.
",,,1308/1890,,Apolyo Gölü; Bursa; Keşiş Dağı; Kirmastı; Nilüfer Deresi; Simav Çayı; Susurluk; Uludağ,"Mir’ât-ı Mekteb-i Harbiye, s.680-681; OM, III, 81-82; Tanzimat, I, 562, not.3; Tanzimattan Cumhuriyete Türkiye Ansiklopedisi, I, 191; OMLT, s. 385-386.",
213,ÖMER SUBHÎ B EDHEM,,Memâlik-i Osmaniye’nin Mufassal Coğrafyası,T,,YES,"*îstanbul Üniversitesi, TY, nr.4123: Kitabın birinci cildi, rika ile 96 yaprak, 22,5x35,4 (19,5x13,8) cm. 20 str. 8 resim, 14 harita vardır. İstinsahı müellif tarafından.
",,,NO,,,,,,Genç; İskenderiye; Kahire; Kızıl Deniz; Mısır; Nil,"Mir’ât-ı Mekteb-i Harbiye, s.680-681; OM, III, 81-82; Tanzimat, I, 562, not.3; Tanzimattan Cumhuriyete Türkiye Ansiklopedisi, I, 191; OMLT, s. 385-386.",
213,ÖMER SUBHÎ B EDHEM,,Sahrâ-yı Kebîr ve Südân-ı Merkezî,T,,YES,"^İstanbul Üniversitesi, TY, nr.4261: rika ile 104 sayfa, 18x22,7 (12,2x18,5) cm, 16 str.
Müellif tarafından yazılmıştır.
318
",,,YES,"İstanbul, 1307/1889, 88 sayfa, 22x15 cm. 2 ayrı harita, F.Karatay, TM, II, 753; Özeğe, IV, 1870:
",,,1307/1889,22x15 cm,Bingazi; Büyük Sahra; Sudan; Trablusgarb,"Mir’ât-ı Mekteb-i Harbiye, s.680-681; OM, III, 81-82; Tanzimat, I, 562, not.3; Tanzimattan Cumhuriyete Türkiye Ansiklopedisi, I, 191; OMLT, s. 385-386.",
213,ÖMER SUBHÎ B EDHEM,,,,,,,,,,,,,,,,,
214,YAĞLIKÇIZÂDE AHMED RÎFAT,,"
İstanbul, Mahmud Bey Matbaası, 1299-1300/1882-1883, 23x16 (10x18,2) cm. 7 cilt, l.cilt 351 sayfa, 2.cilt 314 sayfa, 3.cilt 360 sayfa, 4.cilt 266 sayfa, 5.cilt 288 sayfa, 6.cilt 262 sayfa, 7.cilt 262 sayfa. MKAHTBK, I, 93-94; F.Karatay, TM, II, 675; MÇOB, s. ",,,,,,,,,,,,,,,
215,ARMANAK,," İstanbul, Kasbar Matbaası 1312/1894, 119 sayfa, 12x18 (8,5x14) cm. Özeğe. I, 391; MÇOB, s. 128.",,,,,,,,,,,,,,,
216,BANDIRMALIZADE MEHMED MUHSİN,," Kahire, al-Fallah Canda Gazetesi Matbaası, 1312/1894, 26x18(14x20) cm, 769+11+13 sayfa. MKAHTBK, II, 970; MÇOB, s. 92.",,,,,,,,,,,,,,,
217,MEHMED BAHAUDDIN B HAYRI,,Ameliye,T,,NO,,,,YES,"İstanbul, Mühendishane-i Berrî-i Hümayun Matbaası 1305/1888, 7+151+1 sayfa, 19 levha, 11x16(7x12) cm. Özeğe, V, 1960; MÇOB, s. ",,,1305/1888,11x16(7x12) cm,,"Mir'at-ı Mühendishane, s. 246.",
217,MEHMED BAHAUDDIN B HAYRI,,,,,,,,,,,,,,,,,
218,MEHMED MUHTAR,,İstanbul ve Boğaziçi Haritası,T,,NO,,,,YES,"îstanbul 1312/1894, 65x95 cm. Tarazı, II, 264. ",,,1312/1894,65x95 cm,Boğaziçi; İstanbul,,
218,MEHMED MUHTAR,,Türkiye ve Avrupa ve Asya Haritası,T,,NO,,,,YES,"İstanbul 1290/1873, 38x54 cm. Tarazı, II, 265.",,,1290/1873,38x54 cm,Asya; Avrupa; Türkiye,,
218,MEHMED MUHTAR,,,,,,,,,,,,,,,,,
219,VAN DİCK,,al-Mir’ât al-Vaz‘iyya fi’l-Kurat al-Arzıyya,A,,NO,,,,NO,,,,,,Defa,"OMLT, s.389-391.",
219,VAN DİCK,,,,,,,,,,,,,,,,,
220,AHMED REFÎK,,Coğrafya-yı Sevkülceyşî,T,,NO,,,,YES,"Birinci kısım: İstanbul, Mekteb-i Fünun-ı Harbiye Matbaası 1313/1895, 9+83 sayfa, 11 levha.
İkinci kısım: Muhtıra-i Tahdid-i Hudüd, İstanbul, aynı matbaa 1313/1895, 48 sayfa.
Üçüncü kısım: Hükümat-ı Mütecavire Coğrafya-yı Sevkü’l-Ceyşi, İstanbul, aynı matbaa 1314/1896, 24 levha, 19x26 (14,5x18) cm, 228 sayfa. F. Karatay, TM, I, 50; Özeğe, I, 212-213; MKAHTBK, Ek, s. 28-29; MÇOB, s.70.
",,,1313/1895; 1313/1895; 1314/1896,,Almanya; Avrupa; Avusturya; Fransa; Hazar Denizi; İsviçre; İtalya; Kafkasya; Karadeniz; Macaristan; Niemen; Ordu; Prusya; Rusya; Varşova,,
220,AHMED REFÎK,,Rehber-i Coğrafya-yı Şavk al-Cayşî,T,,NO,,,,NO,,,,,,,,
220,AHMED REFÎK,,Resimli Nümune-i Coğrafya,T,,NO,,,,NO,,,,,,İstanbul,,
220,AHMED REFÎK,,,,,,,,,,,,,,,,,
221,AHMED ŞEKİB,,Basra Tersanesi,T,,YES,"*Yapı Kredi, Sermet Çifter, nr. 607: rika ile 185 yaprak, 19;8x27,7(13,4xl7,9) cm, 18 str. Nüshanın başında 1 Teşrîn-i sânı 1313 tarihinde Bahriye Nazırı tarafından hediye edildiğine dair kayıt vardır.",1313,,NO,,,,,,Bahreyn; Basra; İran; Katar; Kuveyt,,
221,AHMED ŞEKİB,,,,,,,,,,,,,,,,,
222,TEVFÎK EFENDİZADE İBRAHİM CELALEDDÎN NAKÎBÜLEŞRAF,,ilgili Coğrafya Hocası,T,,NO,,,,YES,"İstanbul, Mekteb-i -Sanayi Matbaası, 1311/1893, 37 sayfa, 13x19 (10x16) cm. şekiller ihtiva eder. 327
Afrika kıtası: İstanbul, aynı matbaa, 1313/1895, 13 sayfa, 21x14 cm. 9 şekil.
Amerika kıtası: İstanbul, Mekteb-i Sanayi Matbaası, 1313/1895, 11 sayfa, 21x14 cm.
Asya kıtası: İstanbul, aynı matbaa, 1313/1895, 16 sayfa, 21x14 cm.
Avrupa kıtası: İstanbul, aynı matbaa, aynı tarih, 16 sayfa, 21x14 cm.
Okyanusya kıtası: İstanbul, aynı matbaa, 1313/1895, 10 sayfa, 21x14 cm. Özeğe, I, 211; MÇOB, s. 66.",,,1311/1893; 1313/1895; 1313/1895; 1313/1895; 1313/1895,21x14 cm; 21x14 cm; 21x14 cm; 21x14 cm; 21x14 cm,Afrika; Amerika; Asya; Avrupa; Okyanusya,,
222,TEVFÎK EFENDİZADE İBRAHİM CELALEDDÎN NAKÎBÜLEŞRAF,,,,,,,,,,,,,,,,,
223,DR HÜSEYİN REMZİ,,Coğrafya Lügati,T,,NO,,,,NO,,,,,,Benaluka,"Mir‘at-J Mekteb-i Tıbbiye, I, 82-83; OM, III, 215; Türk Meşhurlan, s. 180; TA, XIX, 425; Meydan Larousse, VI, 94; Büyük Larousse, IX, 5454; Çorlulu Esad Efendi için bkz. OM, II, 85.",
223,DR HÜSEYİN REMZİ,,,,,,,,,,,,,,,,,
224,HACIBEYZÂDE AHMED MUHTAR,,Memleketleri,T,,NO,,,,YES,"İstanbul, Matbaa-i Şirket-i Sahafiye 1314/1896, 9x12(4,5x7) cm, 349 sayfa. Taşbaskı.
329
İstanbul, Alem Matbaası, 1314/1896, 7x10,5(4,2x7) cm, 349 sayfa. F. Karatay, TM, I, 546;
Özeğe, III, 1373; MKAHTBK, Ek, s. 25; MÇOB, s. 413.
",,,1314/1896; 1314/1896,"9x12(4,5x7) cm; 7x10,5(4,2x7) cm",,,
224,HACIBEYZÂDE AHMED MUHTAR,,Mesâlih-i Resmiye,T,,NO,,,,YES,"İstanbul, Mahmud Bey Matbaası, tarihsiz, 25x34,5(20x22) cm, 9 sayfa.
6? ",,,,"25x34,5(20x22) cm",,,
224,HACIBEYZÂDE AHMED MUHTAR,,,,,,,,,,,,,,,,,
225,MEHMED AZMİ,,Yeni Coğrafya,T,,NO,,,,YES,"İstanbul, Kasbar Matbaası 1314/1896, 112 sayfa, 12x18 (8,5x14) cm. resimli; F. Karatay, TM, I ,74 (Burada müellifin ismi yanlışlıkla Mehmet Aziz olarak geçmektedir.); Özeğe, V, 2049; MÇOB, s. 590.",,,1314/1896,,Adana; Ankara; Asya; Avrupa; Aydın; Diyarbekir; Selanik,,
225,MEHMED AZMİ,,,,,,,,,,,,,,,,,
226,MEHMED HİKMET,," İstanbul, Matbaa-i Bahriye, 1314/1896, 2+5+416sayfa, 23x15 cm, 1 plan. Özeğe, II, 823; MÇOB, s. 255.",,,,,,,,,,,,,,,
227,SABRI BEY RIZA BEY,,İstanbul- Boğaziçi Haritası,T,,NO,,,,NO,,,,,,Boğaziçi; İstanbul,"Cahid Kayra, İstanbul Haritaları, s. 134; Cevat Ülkekul, Cumhuriyet Dönemi Türk Haritacılık Tarihi, İstanbul 1998, s. 20.",
227,SABRI BEY RIZA BEY,,,,,,,,,,,,,,,,,
228,AHMED RASİM PAŞA,,Cezayir ve Etrafı Haritası,T,,YES,"*Hazine, nr. 1851: 76x51 cm ebadında bir kağıt üzerine. İstinsahı H. XIII. asırda çizilmiştir. F. Karatay, TY, I, nr.",H. XIII,76x51 cm,NO,,,,,,Cezayir; Don; İspanya,"SO, IV, 856-857; Türk Meşhurları, s. 313; TA, I, 268, XXVII, 231; Meydan Larousse, I, 182; Büyük Larousse, I, 217.",
228,AHMED RASİM PAŞA,,,,,,,,,,,,,,,,,
229,MUHTAR PAŞA ALMIŞRÎ,,al-Macmü‘at al-Şâfiya fi ‘İlm al-Coğrâfyâ,A,,NO,,,,NO,,,,,,,"Zaydan, Târih al-Âdâb al-‘Arabiyya, IV, 213; aynı müellif, Târih Maşâhir al-Şark, II, 158-160; Serkis, s. 1716-1717; Ziriklî, VII, 92; OALT, s. 678- 680.",
229,MUHTAR PAŞA ALMIŞRÎ,,"Cadvalu Rasmi Hutüt al-Atvâl va’l-'Urüz li Ayyati Tarîka
Coğrâfiyya",A,,NO,,,,NO,,,,,,,"Zaydan, Târih al-Âdâb al-‘Arabiyya, IV, 213; aynı müellif, Târih Maşâhir al-Şark, II, 158-160; Serkis, s. 1716-1717; Ziriklî, VII, 92; OALT, s. 678- 680.",
229,MUHTAR PAŞA ALMIŞRÎ,,"Ma'rifati Kudamâ’ al-
Mışriyyîn li Hakikati Şaki al-Arz",A,,NO,,,,NO,,,,,,,"Zaydan, Târih al-Âdâb al-‘Arabiyya, IV, 213; aynı müellif, Târih Maşâhir al-Şark, II, 158-160; Serkis, s. 1716-1717; Ziriklî, VII, 92; OALT, s. 678- 680.",
229,MUHTAR PAŞA ALMIŞRÎ,,Bilâdi Zayla' va Harûr va’l-Hâlâ,A,,NO,,,,NO,,,,,,,"Zaydan, Târih al-Âdâb al-‘Arabiyya, IV, 213; aynı müellif, Târih Maşâhir al-Şark, II, 158-160; Serkis, s. 1716-1717; Ziriklî, VII, 92; OALT, s. 678- 680.",
229,MUHTAR PAŞA ALMIŞRÎ,,Risâla fi Bilâd al-Câdibursî,A,,NO,,,,NO,,,,,,,"Zaydan, Târih al-Âdâb al-‘Arabiyya, IV, 213; aynı müellif, Târih Maşâhir al-Şark, II, 158-160; Serkis, s. 1716-1717; Ziriklî, VII, 92; OALT, s. 678- 680.",
229,MUHTAR PAŞA ALMIŞRÎ,,Risâla fi Ra’si Hafün va Vâdî Tahum,A,,NO,,,,NO,,,,,,,"Zaydan, Târih al-Âdâb al-‘Arabiyya, IV, 213; aynı müellif, Târih Maşâhir al-Şark, II, 158-160; Serkis, s. 1716-1717; Ziriklî, VII, 92; OALT, s. 678- 680.",
229,MUHTAR PAŞA ALMIŞRÎ,,,,,,,,,,,,,,,,,
